,country,year,own_account,location_type,phone_access,household_size,respondent_age,gender,head_relation,marital_status,education_level,job_type
17288,Tanzania,2017,No,Urban,Yes,1.0,42.0,Male,Head of Household,Married/Living together,Primary education,Self employed
17292,Tanzania,2017,No,Urban,Yes,1.0,23.0,Male,Parent,Single/Never Married,Secondary education,Self employed
17293,Tanzania,2017,No,Rural,Yes,1.0,26.0,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
17294,Tanzania,2017,No,Urban,No,1.0,43.0,Male,Parent,Divorced/Seperated,Primary education,No Income
17295,Tanzania,2017,No,Urban,Yes,2.0,31.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
17296,Tanzania,2017,No,Urban,No,2.0,50.0,Male,Head of Household,Single/Never Married,No formal education,Self employed
17297,Tanzania,2017,Yes,Rural,Yes,1.0,38.0,Female,Head of Household,Divorced/Seperated,Primary education,Formally employed Private
17298,Tanzania,2017,Yes,Urban,Yes,1.0,25.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
17299,Tanzania,2017,No,Urban,Yes,1.0,28.0,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
17300,Tanzania,2017,No,Urban,Yes,2.0,21.0,Male,Other relative,Divorced/Seperated,Primary education,Self employed
17301,Tanzania,2017,No,Urban,No,1.0,17.0,Female,Other non-relatives,Single/Never Married,Primary education,Remittance Dependent
17303,Tanzania,2017,No,Urban,Yes,1.0,25.0,Male,Parent,Divorced/Seperated,Tertiary education,Self employed
17304,Tanzania,2017,No,Rural,Yes,1.0,60.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17305,Tanzania,2017,No,Urban,No,1.0,43.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
17306,Tanzania,2017,No,Rural,No,2.0,22.0,Female,Parent,Divorced/Seperated,Primary education,Self employed
17307,Tanzania,2017,No,Urban,No,4.0,18.0,Female,Parent,Single/Never Married,Primary education,Informally employed
17309,Tanzania,2017,Yes,Urban,Yes,3.0,36.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17311,Tanzania,2017,No,Urban,Yes,2.0,23.0,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
17313,Tanzania,2017,No,Urban,No,3.0,47.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17314,Tanzania,2017,Yes,Urban,Yes,2.0,34.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17315,Tanzania,2017,Yes,Rural,Yes,2.0,45.0,Male,Spouse,Single/Never Married,Tertiary education,Informally employed
17316,Tanzania,2017,No,Urban,Yes,1.0,26.0,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
17317,Tanzania,2017,No,Urban,Yes,3.0,21.0,Female,Parent,Divorced/Seperated,Tertiary education,Informally employed
17318,Tanzania,2017,Yes,Rural,Yes,7.0,31.0,Female,Parent,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
17320,Tanzania,2017,No,Urban,No,2.0,54.0,Female,Spouse,Single/Never Married,No formal education,Informally employed
17321,Tanzania,2017,No,Urban,Yes,2.0,23.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17322,Tanzania,2017,No,Urban,Yes,3.0,63.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17323,Tanzania,2017,No,Rural,Yes,1.0,67.0,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
17324,Tanzania,2017,No,Urban,No,1.0,62.0,Female,Child,Widowed,No formal education,Remittance Dependent
17325,Tanzania,2017,Yes,Rural,Yes,1.0,20.0,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
17327,Tanzania,2017,No,Rural,Yes,2.0,18.0,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
17328,Tanzania,2017,No,Urban,Yes,1.0,29.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
17329,Tanzania,2017,No,Urban,No,1.0,47.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17330,Tanzania,2017,No,Rural,Yes,1.0,37.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17331,Tanzania,2017,No,Rural,No,1.0,26.0,Female,Spouse,Single/Never Married,Primary education,No Income
17333,Tanzania,2017,No,Urban,Yes,1.0,30.0,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
17334,Tanzania,2017,No,Rural,Yes,1.0,36.0,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
17335,Tanzania,2017,No,Urban,Yes,3.0,31.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17336,Tanzania,2017,No,Rural,No,1.0,67.0,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
17339,Tanzania,2017,No,Urban,No,3.0,16.0,Female,Parent,Divorced/Seperated,Primary education,Self employed
17341,Tanzania,2017,No,Rural,Yes,2.0,33.0,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
17343,Tanzania,2017,No,Urban,Yes,1.0,69.0,Male,Head of Household,Widowed,Primary education,Self employed
17345,Tanzania,2017,No,Urban,No,4.0,51.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17348,Tanzania,2017,No,Rural,Yes,1.0,19.0,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent
17349,Tanzania,2017,No,Rural,Yes,2.0,26.0,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
17352,Tanzania,2017,Yes,Urban,Yes,3.0,29.0,Female,Child,Married/Living together,Vocational/Specialised training,Self employed
17353,Tanzania,2017,No,Rural,Yes,2.0,44.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17354,Tanzania,2017,No,Urban,Yes,2.0,33.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
17356,Tanzania,2017,No,Urban,No,1.0,77.0,Male,Head of Household,Widowed,Primary education,Remittance Dependent
17357,Tanzania,2017,No,Urban,No,3.0,22.0,Female,Child,Divorced/Seperated,Primary education,Self employed
17359,Tanzania,2017,No,Urban,No,1.0,50.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17360,Tanzania,2017,No,Urban,Yes,1.0,25.0,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
17361,Tanzania,2017,No,Urban,Yes,4.0,65.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17362,Tanzania,2017,No,Urban,No,4.0,17.0,Female,Child,Divorced/Seperated,Primary education,Self employed
17363,Tanzania,2017,No,Rural,No,1.0,60.0,Male,Head of Household,Widowed,Primary education,Other Income
17365,Tanzania,2017,Yes,Rural,Yes,1.0,26.0,Female,Head of Household,Married/Living together,Primary education,Self employed
17367,Tanzania,2017,No,Urban,No,4.0,21.0,Female,Parent,Single/Never Married,Primary education,Self employed
17368,Tanzania,2017,No,Rural,Yes,1.0,21.0,Female,Other relative,Divorced/Seperated,Tertiary education,Remittance Dependent
17369,Tanzania,2017,No,Urban,Yes,1.0,47.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17370,Tanzania,2017,No,Urban,No,2.0,38.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17371,Tanzania,2017,No,Urban,No,2.0,38.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
17372,Tanzania,2017,No,Rural,No,2.0,34.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17373,Tanzania,2017,No,Urban,No,1.0,85.0,Female,Head of Household,Married/Living together,Primary education,Government Dependent
17374,Tanzania,2017,No,Urban,No,4.0,18.0,Male,Other relative,Divorced/Seperated,Primary education,Informally employed
17375,Tanzania,2017,No,Urban,Yes,1.0,32.0,Female,Spouse,Single/Never Married,Tertiary education,No Income
17376,Tanzania,2017,No,Urban,Yes,3.0,16.0,Male,Parent,Divorced/Seperated,Primary education,Self employed
17377,Tanzania,2017,No,Urban,No,3.0,53.0,Female,Head of Household,Widowed,Primary education,Informally employed
17380,Tanzania,2017,No,Rural,Yes,3.0,46.0,Female,Spouse,Single/Never Married,No formal education,Informally employed
17381,Tanzania,2017,No,Urban,No,1.0,62.0,Female,Head of Household,Married/Living together,Primary education,Self employed
17382,Tanzania,2017,No,Urban,Yes,1.0,53.0,Female,Head of Household,Single/Never Married,No formal education,Self employed
17383,Tanzania,2017,No,Urban,No,2.0,16.0,Male,Parent,Divorced/Seperated,Primary education,No Income
17385,Tanzania,2017,No,Rural,Yes,3.0,28.0,Male,Other relative,Divorced/Seperated,Primary education,Self employed
17387,Tanzania,2017,Yes,Rural,Yes,2.0,23.0,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
17389,Tanzania,2017,No,Rural,Yes,2.0,18.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
17390,Tanzania,2017,No,Urban,Yes,1.0,60.0,Female,Head of Household,Widowed,No formal education,Self employed
17394,Tanzania,2017,No,Urban,Yes,1.0,40.0,Female,Parent,Married/Living together,Primary education,Informally employed
17395,Tanzania,2017,No,Rural,Yes,4.0,75.0,Female,Head of Household,Widowed,Primary education,Self employed
17397,Tanzania,2017,No,Urban,No,3.0,37.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17398,Tanzania,2017,No,Urban,Yes,3.0,42.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17400,Tanzania,2017,No,Urban,Yes,1.0,30.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17401,Tanzania,2017,No,Urban,No,3.0,16.0,Male,Child,Divorced/Seperated,Secondary education,Self employed
17404,Tanzania,2017,No,Urban,No,2.0,41.0,Female,Head of Household,Married/Living together,Primary education,Self employed
17405,Tanzania,2017,No,Urban,No,1.0,38.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17406,Tanzania,2017,Yes,Urban,Yes,2.0,34.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17408,Tanzania,2017,No,Urban,No,4.0,23.0,Male,Parent,Single/Never Married,Primary education,Self employed
17410,Tanzania,2017,No,Urban,No,5.0,20.0,Female,Parent,Divorced/Seperated,Primary education,Informally employed
17412,Tanzania,2017,No,Urban,No,2.0,72.0,Male,Head of Household,Widowed,Primary education,Remittance Dependent
17413,Tanzania,2017,No,Rural,No,2.0,16.0,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent
17415,Tanzania,2017,No,Urban,No,3.0,40.0,Male,Head of Household,Single/Never Married,No formal education,Informally employed
17416,Tanzania,2017,No,Rural,Yes,2.0,34.0,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
17417,Tanzania,2017,No,Urban,Yes,2.0,38.0,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
17418,Tanzania,2017,No,Urban,No,2.0,30.0,Male,Parent,Married/Living together,Primary education,Informally employed
17419,Tanzania,2017,No,Urban,Yes,1.0,35.0,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
17420,Tanzania,2017,No,Urban,No,2.0,18.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17422,Tanzania,2017,No,Urban,Yes,2.0,46.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17424,Tanzania,2017,No,Urban,No,4.0,23.0,Female,Parent,Single/Never Married,Primary education,Self employed
17425,Tanzania,2017,No,Urban,No,1.0,19.0,Female,Spouse,Single/Never Married,No formal education,No Income
17426,Tanzania,2017,No,Urban,Yes,3.0,55.0,Male,Head of Household,Single/Never Married,No formal education,Self employed
17427,Tanzania,2017,No,Rural,No,1.0,75.0,Female,Head of Household,Widowed,Primary education,Self employed
17428,Tanzania,2017,No,Urban,Yes,2.0,25.0,Female,Other relative,Divorced/Seperated,Tertiary education,Self employed
17430,Tanzania,2017,No,Urban,No,0.0,63.0,Female,Head of Household,Married/Living together,No formal education,Self employed
17432,Tanzania,2017,No,Rural,Yes,2.0,20.0,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
17433,Tanzania,2017,No,Urban,Yes,1.0,45.0,Male,Head of Household,Widowed,Primary education,Self employed
17434,Tanzania,2017,No,Rural,Yes,5.0,47.0,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
17435,Tanzania,2017,No,Urban,No,3.0,22.0,Male,Child,Divorced/Seperated,Secondary education,Informally employed
17436,Tanzania,2017,No,Urban,Yes,1.0,37.0,Female,Head of Household,Widowed,Primary education,Self employed
17437,Tanzania,2017,No,Rural,Yes,2.0,22.0,Male,Child,Divorced/Seperated,Tertiary education,Informally employed
17438,Tanzania,2017,No,Urban,No,1.0,50.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
17439,Tanzania,2017,Yes,Urban,Yes,1.0,50.0,Male,Head of Household,Single/Never Married,No formal education,Self employed
17440,Tanzania,2017,No,Rural,Yes,2.0,22.0,Female,Spouse,Single/Never Married,Tertiary education,No Income
17441,Tanzania,2017,No,Urban,Yes,2.0,56.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17442,Tanzania,2017,No,Rural,No,1.0,30.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
17443,Tanzania,2017,No,Urban,No,2.0,54.0,Male,Head of Household,Single/Never Married,No formal education,Self employed
17445,Tanzania,2017,No,Rural,Yes,2.0,65.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17448,Tanzania,2017,Yes,Rural,Yes,2.0,57.0,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
17449,Tanzania,2017,No,Urban,Yes,5.0,23.0,Male,Parent,Divorced/Seperated,Tertiary education,Informally employed
17451,Tanzania,2017,No,Urban,Yes,1.0,72.0,Female,Head of Household,Widowed,No formal education,Informally employed
17453,Tanzania,2017,Yes,Rural,Yes,2.0,42.0,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
17454,Tanzania,2017,Yes,Rural,Yes,1.0,24.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
17455,Tanzania,2017,No,Urban,No,2.0,17.0,Male,Parent,Divorced/Seperated,Primary education,Self employed
17456,Tanzania,2017,No,Urban,Yes,2.0,57.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17457,Tanzania,2017,No,Urban,Yes,1.0,34.0,Female,Head of Household,Married/Living together,Primary education,Self employed
17459,Tanzania,2017,No,Urban,No,2.0,22.0,Female,Spouse,Single/Never Married,Primary education,Informally employed
17460,Tanzania,2017,Yes,Rural,Yes,1.0,40.0,Female,Head of Household,Widowed,Secondary education,Self employed
17463,Tanzania,2017,No,Rural,Yes,1.0,31.0,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
17465,Tanzania,2017,No,Rural,No,1.0,32.0,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
17466,Tanzania,2017,No,Urban,Yes,4.0,17.0,Female,Parent,Divorced/Seperated,Primary education,Self employed
17467,Tanzania,2017,No,Urban,Yes,1.0,70.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
17468,Tanzania,2017,No,Urban,Yes,1.0,70.0,Female,Head of Household,Single/Never Married,No formal education,No Income
17469,Tanzania,2017,No,Rural,Yes,1.0,30.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17470,Tanzania,2017,No,Urban,Yes,2.0,36.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17473,Tanzania,2017,No,Rural,Yes,2.0,51.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17474,Tanzania,2017,No,Rural,Yes,3.0,56.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17475,Tanzania,2017,No,Rural,Yes,1.0,22.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
17476,Tanzania,2017,No,Urban,No,1.0,26.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
17478,Tanzania,2017,No,Rural,No,1.0,24.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
17479,Tanzania,2017,No,Urban,Yes,2.0,29.0,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
17481,Tanzania,2017,Yes,Rural,Yes,1.0,27.0,Female,Spouse,Single/Never Married,Primary education,No Income
17482,Tanzania,2017,No,Rural,No,1.0,41.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
17485,Tanzania,2017,No,Urban,Yes,1.0,74.0,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
17486,Tanzania,2017,No,Urban,No,1.0,40.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
17488,Tanzania,2017,No,Urban,Yes,3.0,22.0,Male,Parent,Single/Never Married,Primary education,Self employed
17489,Tanzania,2017,No,Rural,Yes,1.0,20.0,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
17490,Tanzania,2017,No,Urban,No,2.0,25.0,Male,Parent,Divorced/Seperated,Primary education,Informally employed
17491,Tanzania,2017,No,Urban,No,3.0,30.0,Female,Spouse,Single/Never Married,No formal education,Self employed
17492,Tanzania,2017,No,Rural,Yes,1.0,37.0,Female,Parent,Married/Living together,Primary education,Self employed
17493,Tanzania,2017,No,Rural,No,1.0,16.0,Male,Parent,Divorced/Seperated,Secondary education,No Income
17494,Tanzania,2017,No,Rural,No,2.0,16.0,Female,Child,Divorced/Seperated,Primary education,Self employed
17495,Tanzania,2017,No,Urban,Yes,6.0,30.0,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
17496,Tanzania,2017,No,Rural,Yes,2.0,32.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17497,Tanzania,2017,No,Urban,No,1.0,73.0,Male,Head of Household,Single/Never Married,No formal education,Informally employed
17498,Tanzania,2017,No,Urban,No,3.0,36.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
17500,Tanzania,2017,No,Urban,Yes,1.0,24.0,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
17501,Tanzania,2017,No,Rural,No,1.0,18.0,Male,Parent,Divorced/Seperated,Primary education,Self employed
17517,Tanzania,2017,No,Urban,Yes,1.0,70.0,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
17518,Tanzania,2017,No,Urban,No,2.0,70.0,Female,Child,Married/Living together,No formal education,Self employed
17521,Tanzania,2017,No,Rural,No,1.0,38.0,Female,Head of Household,Widowed,Primary education,Self employed
17522,Tanzania,2017,No,Rural,Yes,2.0,23.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17524,Tanzania,2017,No,Urban,No,1.0,40.0,Female,Head of Household,Widowed,Primary education,Self employed
17525,Tanzania,2017,No,Urban,Yes,1.0,25.0,Female,Head of Household,Widowed,No formal education,Informally employed
17526,Tanzania,2017,Yes,Urban,Yes,2.0,32.0,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
17527,Tanzania,2017,Yes,Rural,Yes,1.0,52.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17529,Tanzania,2017,No,Rural,No,1.0,38.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17530,Tanzania,2017,No,Urban,Yes,1.0,52.0,Female,Head of Household,Widowed,No formal education,Self employed
17531,Tanzania,2017,No,Urban,No,1.0,45.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17534,Tanzania,2017,No,Rural,No,5.0,40.0,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
17535,Tanzania,2017,Yes,Rural,Yes,1.0,34.0,Female,Head of Household,Married/Living together,Tertiary education,Remittance Dependent
17536,Tanzania,2017,No,Urban,Yes,2.0,22.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
17537,Tanzania,2017,No,Urban,Yes,4.0,47.0,Female,Head of Household,Single/Never Married,No formal education,Self employed
17538,Tanzania,2017,Yes,Rural,Yes,2.0,18.0,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private
17539,Tanzania,2017,No,Urban,No,7.0,19.0,Female,Parent,Single/Never Married,Primary education,Self employed
17540,Tanzania,2017,Yes,Rural,Yes,2.0,43.0,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
17541,Tanzania,2017,No,Urban,No,2.0,16.0,Female,Parent,Divorced/Seperated,Secondary education,No Income
17542,Tanzania,2017,No,Rural,Yes,1.0,52.0,Female,Head of Household,Widowed,No formal education,Other Income
17543,Tanzania,2017,No,Urban,No,2.0,20.0,Female,Parent,Divorced/Seperated,Primary education,No Income
17544,Tanzania,2017,No,Urban,Yes,3.0,19.0,Male,Other relative,Divorced/Seperated,Secondary education,Self employed
17545,Tanzania,2017,Yes,Rural,No,1.0,26.0,Female,Head of Household,Divorced/Seperated,Tertiary education,Self employed
17546,Tanzania,2017,No,Urban,Yes,4.0,36.0,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
17547,Tanzania,2017,Yes,Rural,Yes,1.0,58.0,Female,Head of Household,Widowed,Tertiary education,Formally employed Private
17549,Tanzania,2017,No,Urban,Yes,2.0,47.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17550,Tanzania,2017,No,Rural,Yes,1.0,21.0,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed
17551,Tanzania,2017,No,Urban,Yes,1.0,62.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17553,Tanzania,2017,No,Urban,Yes,1.0,42.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
17554,Tanzania,2017,No,Rural,Yes,2.0,50.0,Female,Spouse,Single/Never Married,Secondary education,Self employed
17555,Tanzania,2017,No,Rural,Yes,2.0,23.0,Female,Spouse,Single/Never Married,Primary education,No Income
17558,Tanzania,2017,No,Urban,Yes,1.0,36.0,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
17560,Tanzania,2017,No,Urban,No,1.0,59.0,Female,Head of Household,Married/Living together,No formal education,Self employed
17561,Tanzania,2017,Yes,Rural,Yes,2.0,40.0,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
17562,Tanzania,2017,No,Rural,Yes,1.0,23.0,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
17564,Tanzania,2017,No,Rural,Yes,1.0,50.0,Female,Head of Household,Widowed,Tertiary education,Self employed
17565,Tanzania,2017,No,Urban,Yes,1.0,85.0,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
17567,Tanzania,2017,No,Urban,Yes,3.0,42.0,Male,Head of Household,Single/Never Married,No formal education,Self employed
17568,Tanzania,2017,No,Rural,Yes,1.0,37.0,Female,Head of Household,Married/Living together,No formal education,Self employed
17569,Tanzania,2017,Yes,Rural,Yes,2.0,37.0,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
17570,Tanzania,2017,No,Rural,No,2.0,26.0,Female,Spouse,Single/Never Married,No formal education,Self employed
17573,Tanzania,2017,No,Urban,Yes,1.0,25.0,Male,Spouse,Single/Never Married,Primary education,Remittance Dependent
17575,Tanzania,2017,No,Rural,Yes,1.0,39.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17576,Tanzania,2017,No,Urban,Yes,2.0,51.0,Female,Head of Household,Widowed,No formal education,Self employed
17577,Tanzania,2017,No,Rural,Yes,1.0,35.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17579,Tanzania,2017,No,Urban,No,3.0,39.0,Female,Head of Household,Single/Never Married,No formal education,Self employed
17580,Tanzania,2017,No,Rural,No,1.0,42.0,Female,Spouse,Single/Never Married,No formal education,Self employed
17582,Tanzania,2017,No,Urban,No,1.0,27.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
17583,Tanzania,2017,No,Urban,Yes,2.0,19.0,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
17584,Tanzania,2017,No,Urban,No,1.0,44.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17585,Tanzania,2017,No,Urban,No,3.0,30.0,Male,Parent,Divorced/Seperated,Primary education,Self employed
17586,Tanzania,2017,No,Rural,Yes,2.0,30.0,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
17587,Tanzania,2017,Yes,Urban,Yes,2.0,26.0,Female,Spouse,Single/Never Married,Tertiary education,Self employed
17588,Tanzania,2017,Yes,Urban,Yes,1.0,23.0,Male,Head of Household,Single/Never Married,No formal education,Informally employed
17589,Tanzania,2017,No,Urban,Yes,4.0,22.0,Male,Parent,Divorced/Seperated,Primary education,Self employed
17590,Tanzania,2017,No,Urban,No,2.0,26.0,Female,Spouse,Single/Never Married,Secondary education,Self employed
17591,Tanzania,2017,No,Rural,Yes,1.0,48.0,Female,Head of Household,Married/Living together,Primary education,Self employed
17592,Tanzania,2017,No,Rural,No,2.0,16.0,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
17594,Tanzania,2017,No,Urban,No,2.0,38.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
17595,Tanzania,2017,No,Urban,Yes,1.0,25.0,Female,Other non-relatives,Divorced/Seperated,Primary education,Informally employed
17596,Tanzania,2017,No,Urban,Yes,1.0,22.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
17598,Tanzania,2017,No,Rural,Yes,1.0,31.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
17600,Tanzania,2017,No,Urban,Yes,1.0,72.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
17601,Tanzania,2017,Yes,Urban,Yes,3.0,35.0,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
17603,Tanzania,2017,No,Rural,Yes,1.0,73.0,Female,Head of Household,Widowed,Primary education,Self employed
17605,Tanzania,2017,No,Rural,Yes,1.0,20.0,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Remittance Dependent
17606,Tanzania,2017,No,Rural,Yes,4.0,42.0,Female,Parent,Married/Living together,Primary education,Informally employed
17607,Tanzania,2017,No,Urban,No,2.0,55.0,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
17609,Tanzania,2017,No,Urban,Yes,1.0,27.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17610,Tanzania,2017,No,Urban,No,1.0,25.0,Female,Spouse,Single/Never Married,Primary education,Informally employed
17611,Tanzania,2017,No,Urban,Yes,1.0,34.0,Female,Parent,Married/Living together,Primary education,Self employed
17612,Tanzania,2017,No,Urban,Yes,2.0,18.0,Female,Parent,Divorced/Seperated,Primary education,Self employed
17613,Tanzania,2017,No,Urban,No,2.0,36.0,Female,Spouse,Single/Never Married,No formal education,Informally employed
17614,Tanzania,2017,No,Urban,Yes,1.0,55.0,Male,Head of Household,Single/Never Married,No formal education,Other Income
17615,Tanzania,2017,No,Urban,Yes,4.0,43.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
17616,Tanzania,2017,No,Urban,No,2.0,17.0,Female,Parent,Divorced/Seperated,Primary education,No Income
17617,Tanzania,2017,No,Urban,Yes,2.0,30.0,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
17618,Tanzania,2017,No,Rural,Yes,3.0,46.0,Female,Head of Household,Widowed,Primary education,Self employed
17620,Tanzania,2017,No,Rural,Yes,1.0,56.0,Female,Head of Household,Widowed,Primary education,Informally employed
17623,Tanzania,2017,No,Urban,Yes,2.0,72.0,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
17626,Tanzania,2017,No,Rural,No,2.0,23.0,Female,Spouse,Single/Never Married,Primary education,Self employed
17627,Tanzania,2017,No,Urban,Yes,4.0,24.0,Female,Parent,Married/Living together,Primary education,Self employed
17628,Tanzania,2017,No,Urban,No,2.0,42.0,Female,Spouse,Single/Never Married,Primary education,Informally employed
17629,Tanzania,2017,No,Urban,Yes,3.0,38.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
17631,Tanzania,2017,No,Rural,Yes,3.0,17.0,Male,Other non-relatives,Divorced/Seperated,Primary education,Informally employed
17632,Tanzania,2017,No,Urban,Yes,1.0,37.0,Female,Parent,Married/Living together,Primary education,Self employed
17634,Tanzania,2017,No,Rural,Yes,1.0,40.0,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
17635,Tanzania,2017,No,Urban,Yes,5.0,28.0,Male,Parent,Single/Never Married,Primary education,Self employed
17639,Tanzania,2017,No,Urban,Yes,2.0,31.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
